id,fecha,franja_hora,gravedad,sexo,edad,vehiculo_1,vehiculo_2,direccion_normalizada,tipo_calle,comuna,latitud,longitud
LC-2021-0579406,2021-11-19,14,LEVE - SIN LESIONES,M,47,BICICLETA,AUTOMOVIL,"CARRIL, SALVADOR MARIA DEL AV. y HELGUERA",AVENIDA,15,-34.592315260531,-58.500815933641
LC-2021-0579617,2021-11-19,21,LEVE - SIN LESIONES,M,42,BICICLETA,AUTOMOVIL,CHARRUA y CONDOR,CALLE,4,-34.656505339812,-58.428071595633
LC-2021-0581912,2021-11-21,21,LEVE - SIN LESIONES,F,6,BICICLETA,AUTOMOVIL,"MOREAU DE JUSTO, ALICIA AV. y VILLAFLOR, AZUCENA",AVENIDA,1,-34.612111920553,-58.366294836312
LC-2021-0590172,2021-11-21,10,LEVE - SIN LESIONES,M,47,BICICLETA,AUTOMOVIL,TONELERO 6359,CALLE,9,-34.644586187115,-58.51850797877
LC-2021-0584339,2021-11-22,16,LEVE - SIN LESIONES,M,34,BICICLETA,OTRO,TONELERO 6264,CALLE,9,-34.643917824424,-58.517126521485
LC-2021-0583268,2021-11-23,5,LEVE - SIN LESIONES,M,21,BICICLETA,SD,"PERON, EVA AV. y CACHIMAYO",AVENIDA,7,-34.630153803570,-58.441004764173
LC-2021-0584524,2021-11-23,14,LEVE - SIN LESIONES,M,19,BICICLETA,AUTOMOVIL,"PASEO COLON AV. y GARAY, JUAN DE AV.",AVENIDA,1,-34.62407085032,-58.368063513960
LC-2021-0584932,2021-11-23,17,LEVE - SIN LESIONES,M,41,BICICLETA,TRANSPORTE PUBLICO,"ALEM, LEANDRO N. AV. y ROJAS, RICARDO, DR.",AVENIDA,1,-34.594998259176,-58.373031431395
LC-2021-0584965,2021-11-23,0,LEVE - SIN LESIONES,M,42,MOTO,BICICLETA,SD,SD,SD,SD,SD
LC-2021-0584996,2021-11-23,7,LEVE - SIN LESIONES,M,30,BICICLETA,AUTOMOVIL,NAZCA y HABANA,CALLE,12,-34.589264972740,-58.499498596836
LC-2021-0586160,2021-11-24,13,LEVE - SIN LESIONES,F,21,BICICLETA,AUTOMOVIL,"CALVO, CARLOS y SANTIAGO DEL ESTERO",CALLE,1,-34.619803836282,-58.384348241494
LC-2021-0595224,2021-11-24,14,LEVE - SIN LESIONES,M,31,BICICLETA,AUTOMOVIL,"HERNANDEZ, JOSE y MOLDES",CALLE,13,-34.567306130210,-58.456323910568
LC-2021-0587304,2021-11-25,0,LEVE - SIN LESIONES,F,19,BICICLETA,BICICLETA,"LINIERS VIRREY y YRIGOYEN, HIPOLITO AV.",CALLE,5,-34.613052328540,-58.414786348576
LC-2021-0587745,2021-11-25,10,LEVE - SIN LESIONES,M,30,BICICLETA,TRANSPORTE PUBLICO,"ALCORTA, AMANCIO AV. 2184",AVENIDA,4,-34.641316890408,-58.392368300461
LC-2021-0599777,2021-11-25,14,LEVE - SIN LESIONES,M,46,BICICLETA,AUTOMOVIL,SARANDI y CONSTITUCION,CALLE,3,-34.625358115068,-58.393452664009
LC-2021-0586893,2021-11-26,14,LEVE - SIN LESIONES,M,29,BICICLETA,TRANSPORTE PUBLICO,ENTRE RIOS AV. 1830,AVENIDA,1,-34.629664562955,-58.390668681511
LC-2021-0590444,2021-11-26,14,LEVE - SIN LESIONES,F,46,BICICLETA,AUTOMOVIL,"TRES ARROYOS y SEGUI, F. J., ALTE.",CALLE,6,-34.608675182958,-58.460142104398
LC-2021-0590561,2021-11-26,16,LEVE - SIN LESIONES,M,50,BICICLETA,AUTOMOVIL,YERBAL y CARRASCO AV.,CALLE,10,-34.634518984107,-58.488512625628
LC-2021-0591298,2021-11-27,0,LEVE - SIN LESIONES,M,30,BICICLETA,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0591877,2021-11-27,0,LEVE - SIN LESIONES,M,73,BICICLETA,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0592117,2021-11-27,15,LEVE - SIN LESIONES,M,24,BICICLETA,AUTOMOVIL,"GRIERSON, CECILIA y MANSO JUANA",CALLE,1,-34.598146675024,-58.364145042730
LC-2021-0592419,2021-11-27,23,LEVE - SIN LESIONES,M,32,BICICLETA,SD,"CAMARGO y SCALABRINI ORTIZ, RAUL AV.",CALLE,15,-34.600604702753,-58.439957294763
LC-2021-0594377,2021-11-29,11,LEVE - SIN LESIONES,F,31,BICICLETA,AUTOMOVIL,"BEIRO, FRANCISCO AV. 4349",AVENIDA,11,-34.606023329087,-58.512430992381
LC-2021-0597062,2021-11-30,17,LEVE - SIN LESIONES,M,27,BICICLETA,AUTOMOVIL,BELGRANO AV. 1622,AVENIDA,1,-34.613837456528,-58.389250986353
LC-2021-0597412,2021-11-30,17,LEVE - SIN LESIONES,F,63,BICICLETA,AUTOMOVIL,CONGRESO AV. y CAPDEVILA,AVENIDA,12,-34.569814107400,-58.490265737201
LC-2021-0597534,2021-11-30,18,LEVE - SIN LESIONES,M,52,BICICLETA,AUTOMOVIL,OTAMENDI y DIAZ VELEZ AV.,CALLE,6,-34.608731418017,-58.434731504171
LC-2021-0598370,2021-12-01,12,LEVE - SIN LESIONES,M,39,BICICLETA,SD,SAN JUAN AV. 1757,AVENIDA,1,-34.622510339353,-58.390814848569
LC-2021-0598589,2021-12-01,12,LEVE - SIN LESIONES,M,31,BICICLETA,AUTOMOVIL,CORRIENTES AV. 2455,AVENIDA,3,-34.604514211480,-58.401560175933
LC-2021-0599187,2021-12-01,16,LEVE - SIN LESIONES,M,23,BICICLETA,AUTOMOVIL,CUBA y ARIAS,CALLE,13,-34.541209917218,-58.471056532935
LC-2021-0599678,2021-12-01,23,LEVE - SIN LESIONES,F,35,BICICLETA,AUTOMOVIL,"CARRANZA, ANGEL JUSTINIANO y CHARCAS",CALLE,14,-34.577007657223,-58.432017831671
LC-2021-0600311,2021-12-02,11,LEVE - SIN LESIONES,M,56,BICICLETA,AUTOMOVIL,CORDOBA AV. y MALABIA,AVENIDA,15,-34.593539366486,-58.431221198890
LC-2021-0600363,2021-12-02,11,LEVE - SIN LESIONES,M,36,BICICLETA,TRANSPORTE PUBLICO,"MITRE, EMILIO 85",CALLE,6,-34.622926655663,-58.443936833919
LC-2021-0600687,2021-12-02,8,LEVE - SIN LESIONES,M,49,BICICLETA,AUTOMOVIL,"GARCIA, MANUEL y USPALLATA",CALLE,4,-34.637924217079,-58.396578554186
LC-2021-0601438,2021-12-02,19,LEVE - SIN LESIONES,M,52,BICICLETA,SD,JUNCAL 3002,CALLE,2,-34.587348839268,-58.407623009302
LC-2021-0601587,2021-12-02,21,LEVE - SIN LESIONES,M,30,BICICLETA,MOTO,DE LOS CONSTITUYENTES AV. y WARNES AV.,AVENIDA,15,-34.596467170351,-58.471314083045
LC-2021-0601587,2021-12-02,21,LEVE - SIN LESIONES,M,26,BICICLETA,MOTO,DE LOS CONSTITUYENTES AV. y WARNES AV.,AVENIDA,15,-34.596467170351,-58.471314083045
LC-2021-0601764,2021-12-03,1,LEVE - SIN LESIONES,M,29,BICICLETA,SD,CORRIENTES AV. y CALLAO AV.,AVENIDA,3,-34.604435273925,-58.392289656654
LC-2021-0602277,2021-12-03,8,LEVE - SIN LESIONES,M,43,BICICLETA,AUTOMOVIL,"AMENABAR y NEWBERY, JORGE",CALLE,13,-34.574490047989,-58.44320653673
LC-2021-0602958,2021-12-03,14,LEVE - SIN LESIONES,F,44,BICICLETA,AUTOMOVIL,"ARTIGAS, JOSE GERVASIO, GRAL. 5516",CALLE,12,-34.577043181555,-58.503765024053
LC-2021-0603314,2021-12-03,15,LEVE - SIN LESIONES,F,61,MOTO,BICICLETA,"MORENO, JOSE MARIA AV. 1873",AVENIDA,7,-34.640202921622,-58.431669534387
LC-2021-0603314,2021-12-03,15,LEVE - SIN LESIONES,F,30,MOTO,BICICLETA,"MORENO, JOSE MARIA AV. 1873",AVENIDA,7,-34.640202921622,-58.431669534387
LC-2021-0604241,2021-12-03,21,LEVE - SIN LESIONES,F,46,BICICLETA,AUTOMOVIL,SD,SD,SD,-34.6505963063593,-58.4945641021428
LC-2021-0604329,2021-12-04,11,LEVE - SIN LESIONES,F,37,BICICLETA,MOTO,"WARNES AV. y NEWBERY, JORGE AV.",AVENIDA,15,-34.596677159276,-58.459275957108
LC-2021-0604390,2021-12-04,13,LEVE - SIN LESIONES,F,31,BICICLETA,AUTOMOVIL,NICARAGUA 4973,CALLE,14,-34.585369274181,-58.428460524210
LC-2021-0604876,2021-12-04,20,LEVE - SIN LESIONES,M,27,BICICLETA,AUTOMOVIL,REGIMIENTO DE PATRICIOS AV. 630,AVENIDA,4,-34.635822280521,-58.369694654717
LC-2021-0605054,2021-12-04,20,LEVE - SIN LESIONES,M,37,BICICLETA,SD,ELCANO 2849,CALLE,13,-34.569234650706,-58.457885035153
LC-2021-0605910,2021-12-05,14,LEVE - SIN LESIONES,M,29,BICICLETA,AUTOMOVIL,"UGARTE, MANUEL y DEL LIBERTADOR AV.",CALLE,13,-34.551318366384,-58.452309771862
LC-2021-0614514,2021-12-05,11,LEVE - SIN LESIONES,F,34,BICICLETA,AUTOMOVIL,"CORDOBA AV. y SALGUERO, JERONIMO",AVENIDA,14,-34.597788758958,-58.418943060511
LC-2021-0606489,2021-12-06,10,LEVE - SIN LESIONES,M,46,BICICLETA,MOTO,DIAZ VELEZ AV. y MEDRANO AV.,AVENIDA,5,-34.608570540504,-58.421539887008
LC-2021-0607191,2021-12-06,12,LEVE - SIN LESIONES,F,52,BICICLETA,SD,MONTIEL 80,CALLE,9,-34.639997192043,-58.526147423581
LC-2021-0607976,2021-12-06,19,LEVE - SIN LESIONES,F,22,BICICLETA,SD,JUNIN 997,CALLE,2,-34.597263104697,-58.397327421814
LC-2021-0608057,2021-12-06,5,LEVE - SIN LESIONES,M,32,BICICLETA,AUTOMOVIL,DEL LIBERTADOR AV. y SINCLAIR,AVENIDA,14,-34.571822869962,-58.421743609580
LC-2021-0608115,2021-12-06,20,LEVE - SIN LESIONES,M,18,BICICLETA,AUTOMOVIL,BILLINGHURST y GUARDIA VIEJA,CALLE,5,-34.601759771526,-58.415314901342
LC-2021-0609105,2021-12-07,8,LEVE - SIN LESIONES,M,40,BICICLETA,AUTOMOVIL,CAMARGO 200,CALLE,15,-34.603175660722,-58.437892784431
LC-2021-0610679,2021-12-08,8,LEVE - SIN LESIONES,M,27,BICICLETA,TRANSPORTE PUBLICO,"PAZ, GRAL. AV. 4600",GRAL PAZ,12,-34.565242555824,-58.506662754067
LC-2021-0611390,2021-12-08,18,LEVE - SIN LESIONES,M,22,BICICLETA,AUTOMOVIL,"SAENZ AV. y MORENO, PERITO AV.",AVENIDA,4,-34.649702127573,-58.416446667651
LC-2021-0613086,2021-12-09,12,LEVE - SIN LESIONES,M,30,BICICLETA,AUTOMOVIL,JUJUY AV. e INCLAN,AVENIDA,4,-34.630009648634,-58.400864081945
LC-2021-0613587,2021-12-09,18,LEVE - SIN LESIONES,M,52,BICICLETA,AUTOMOVIL,"PALACIOS, ALFREDO L. y MELO, CARLOS F.",CALLE,4,-34.642944215331,-58.363246150091
LC-2021-0613929,2021-12-09,20,LEVE - SIN LESIONES,F,36,BICICLETA,SD,CERRITO 1270,CALLE,1,-34.593306561076,-58.383037317621
LC-2021-0614062,2021-12-09,22,LEVE - SIN LESIONES,M,31,BICICLETA,AUTOMOVIL,"JUJUY AV. y ALSINA, ADOLFO",AVENIDA,3,-34.612420560635,-58.405569844133
LC-2021-0614560,2021-12-10,8,LEVE - SIN LESIONES,M,49,BICICLETA,SD,DEL LIBERTADOR AV. e IBERA,AVENIDA,13,-34.548644926551,-58.455041548556
LC-2021-0615702,2021-12-10,17,LEVE - SIN LESIONES,F,56,BICICLETA,MOTO,"CEVALLOS, VIRREY y PAVON",CALLE,1,-34.626202395786,-58.388310994425
LC-2021-0616110,2021-12-10,23,LEVE - SIN LESIONES,F,26,BICICLETA,AUTOMOVIL,GARCIA DEL RIO AV. y CONESA,AVENIDA,12,-34.549585780810,-58.475299131717
LC-2021-0616852,2021-12-11,12,LEVE - SIN LESIONES,F,45,BICICLETA,AUTOMOVIL,"3 DE FEBRERO y SUCRE, ANTONIO JOSE DE, MCAL.",CALLE,13,-34.561194606030,-58.450443381612
LC-2021-0616947,2021-12-11,15,LEVE - SIN LESIONES,F,42,BICICLETA,BICICLETA,SAN JUAN AV. y TACUARI,AVENIDA,1,-34.622099951283,-58.378620462793
LC-2021-0617035,2021-12-11,16,LEVE - SIN LESIONES,M,28,BICICLETA,SD,BALBASTRO y VARELA AV.,CALLE,7,-34.645834521386,-58.451718644241
LC-2021-0620293,2021-12-13,17,LEVE - SIN LESIONES,M,22,BICICLETA,AUTOMOVIL,LLAVALLOL 2600,CALLE,11,-34.606059476733,-58.494908341958
LC-2021-0019379,2021-12-14,0,LEVE - SIN LESIONES,M,76,BICICLETA,PEATON,SD,SD,SD,SD,SD
LC-2021-0621385,2021-12-14,11,LEVE - SIN LESIONES,F,27,BICICLETA,SD,"RAMOS MEJIA, JOSE MARIA, DR. AV. y DEL LIBERTADOR AV.",AVENIDA,1,-34.592764629935,-58.375335179965
LC-2021-0622221,2021-12-14,0,LEVE - SIN LESIONES,M,22,BICICLETA,SD,ALVAREZ THOMAS AV. 784,AVENIDA,15,-34.579954397819,-58.453247233168
LC-2021-0627138,2021-12-14,14,LEVE - SIN LESIONES,M,27,BICICLETA,AUTOMOVIL,"RIVERA, PEDRO I., DR. y TRIUNVIRATO AV.",AVENIDA,12,-34.572346852038,-58.488876872077
LC-2021-0625115,2021-12-15,21,LEVE - SIN LESIONES,F,20,BICICLETA,BICICLETA,CORRIENTES AV. 5547,AVENIDA,15,-34.596691801723,-58.441932799965
LC-2021-0625205,2021-12-15,23,LEVE - SIN LESIONES,M,34,BICICLETA,AUTOMOVIL,RIVADAVIA AV. 3744,AVENIDA,5,-34.611244500259,-58.418992591902
LC-2021-0629439,2021-12-15,14,LEVE - SIN LESIONES,F,30,BICICLETA,AUTOMOVIL,ALBARIÃ‘O 2250,CALLE,9,-34.658425303522,-58.485852844340
LC-2021-0627006,2021-12-16,18,LEVE - SIN LESIONES,M,26,BICICLETA,AUTOMOVIL,ARMENIA y CORDOBA AV.,CALLE,15,-34.592781338162,-58.432360384273
LC-2021-0627204,2021-12-16,17,LEVE - SIN LESIONES,M,13,BICICLETA,SD,HONDURAS AV. 3970,AVENIDA,14,-34.594311707076,-58.419160469846
LC-2021-0627772,2021-12-17,9,LEVE - SIN LESIONES,M,27,BICICLETA,AUTOMOVIL,"HUMAHUACA y ACUÃ‘A DE FIGUEROA, FRANCISCO",CALLE,5,-34.601750515329,-58.422383212736
LC-2021-0628457,2021-12-17,0,LEVE - SIN LESIONES,M,44,BICICLETA,AUTOMOVIL,"SCALABRINI ORTIZ, RAUL AV. 2189",AVENIDA,14,-34.587552130888,-58.419430996006
LC-2021-0629161,2021-12-17,0,LEVE - SIN LESIONES,F,34,BICICLETA,AUTOMOVIL,CALLAO AV. y PARAGUAY,AVENIDA,2,-34.598711114751,-58.393039111685
LC-2021-0635072,2021-12-17,16,LEVE - SIN LESIONES,M,23,BICICLETA,MOTO,DEL LIBERTADOR AV. y SARMIENTO AV.,AVENIDA,14,-34.575543082428,-58.415576109120
LC-2021-0629486,2021-12-18,0,LEVE - SIN LESIONES,M,44,BICICLETA,AUTOMOVIL,INCLAN y CASTRO BARROS,CALLE,5,-34.632956761122,-58.417830743425
LC-2021-0630644,2021-12-18,18,LEVE - SIN LESIONES,M,20,BICICLETA,AUTOMOVIL,LAVALLEJA 1100,CALLE,15,-34.596588319751,-58.428027148034
LC-2021-0631311,2021-12-18,12,LEVE - SIN LESIONES,F,23,BICICLETA,SD,DEL CAMPO AV. y TRONADOR,AVENIDA,15,-34.58793350146,-58.470230976911
LC-2021-0631730,2021-12-19,17,LEVE - SIN LESIONES,M,27,BICICLETA,SD,"SAENZ AV. y LUPPI, ABRAHAM J.",AVENIDA,4,-34.650840458814,-58.416504654948
LC-2021-0631938,2021-12-20,0,LEVE - SIN LESIONES,M,23,BICICLETA,SD,CORDOBA AV. 3402,AVENIDA,5,-34.598075988654,-58.414681175597
LC-2021-0637925,2021-12-20,13,LEVE - SIN LESIONES,M,35,BICICLETA,AUTOMOVIL,CORRIENTES AV. y CALLAO AV.,AVENIDA,3,-34.604435273925,-58.392289656654
LC-2021-0635409,2021-12-21,9,LEVE - SIN LESIONES,F,48,BICICLETA,OTRO,TREINTA Y TRES ORIENTALES 734,CALLE,5,-34.621977206797,-58.423431269331
LC-2021-0635647,2021-12-21,11,LEVE - SIN LESIONES,M,18,BICICLETA,AUTOMOVIL,CORRIENTES AV. y AGUERO,AVENIDA,3,-34.604082645752,-58.411744734973
LC-2021-0637843,2021-12-22,12,LEVE - SIN LESIONES,M,50,BICICLETA,AUTOMOVIL,CORRIENTES AV. 6313,AVENIDA,15,-34.590414082358,-58.448673170779
LC-2021-0640520,2021-12-23,15,LEVE - SIN LESIONES,F,21,BICICLETA,TRANSPORTE PUBLICO,CORRIENTES AV. y DORREGO AV.,AVENIDA,15,-34.591702401150,-58.447599660597
LC-2021-0641001,2021-12-24,1,LEVE - SIN LESIONES,M,19,BICICLETA,AUTOMOVIL,"GOYENA, PEDRO AV. y DOBLAS",AVENIDA,6,-34.625433098394,-58.430085435435
LC-2021-0641334,2021-12-24,14,LEVE - SIN LESIONES,M,39,BICICLETA,TRANSPORTE PUBLICO,SANTA FE AV. y GURRUCHAGA,AVENIDA,14,-34.582346358919,-58.420054767208
LC-2021-0642867,2021-12-26,9,LEVE - SIN LESIONES,F,55,BICICLETA,AUTOMOVIL,DON PEDRO DE MENDOZA AV. 3421,AVENIDA,4,-34.649984551063,-58.368156402025
LC-2021-0643259,2021-12-26,18,LEVE - SIN LESIONES,F,25,BICICLETA,AUTOMOVIL,"BALBIN, RICARDO, DR. AV. y SUPERI",AVENIDA,12,-34.558913819253,-58.474324507853
LC-2021-0644752,2021-12-27,15,LEVE - SIN LESIONES,M,27,PEATON,BICICLETA,GORRITI 5781,CALLE,14,-34.583377689735,-58.438925766273
LC-2021-0647140,2021-12-27,20,LEVE - SIN LESIONES,M,23,BICICLETA,AUTOMOVIL,NAZCA AV. y ARREGUI,AVENIDA,11,-34.60574599289,-58.486187371993
LC-2021-0648485,2021-12-28,12,LEVE - SIN LESIONES,M,48,BICICLETA,TRANSPORTE PUBLICO,RIVADAVIA AV. y CURAPALIGUE,AVENIDA,7,-34.625630017027,-58.454031828550
LC-2021-0648847,2021-12-29,0,LEVE - SIN LESIONES,F,58,BICICLETA,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0000090,2021-01-01,0,LEVE - SIN LESIONES,F,33,SD,SD,PIEDRA BUENA AV. y HUBAC,AVENIDA,8,-34.672424243908,-58.493448774006
LC-2021-0000090,2021-01-01,0,LEVE - SIN LESIONES,M,35,SD,SD,PIEDRA BUENA AV. y HUBAC,AVENIDA,8,-34.672424243908,-58.493448774006
LC-2021-0000306,2021-01-01,7,LEVE - SIN LESIONES,F,36,AUTOMOVIL,OTRO,SD,SD,SD,SD,SD
LC-2021-0000361,2021-01-01,10,LEVE - SIN LESIONES,M,41,MOTO,AUTOMOVIL,SAN JUAN AV. y PERU,AVENIDA,1,-34.621942269839,-58.374167213463
LC-2021-0000361,2021-01-01,10,LEVE - SIN LESIONES,M,23,MOTO,AUTOMOVIL,SAN JUAN AV. y PERU,AVENIDA,1,-34.621942269839,-58.374167213463
LC-2021-0000361,2021-01-01,10,LEVE - SIN LESIONES,M,22,MOTO,AUTOMOVIL,SAN JUAN AV. y PERU,AVENIDA,1,-34.621942269839,-58.374167213463
LC-2021-0000449,2021-01-01,6,LEVE - SIN LESIONES,M,44,SD,SD,IRALA y BRANDSEN,CALLE,4,-34.637013720612,-58.366623881631
LC-2021-0000572,2021-01-01,10,LEVE - SIN LESIONES,M,26,PEATON,AUTOMOVIL,BRANDSEN 1100,CALLE,4,-34.637355368748,-58.367970295707
LC-2021-0000592,2021-01-01,0,GRAVE,M,32,BICICLETA,OTRO,SD,SD,SD,SD,SD
LC-2021-0000613,2021-01-01,16,LEVE - SIN LESIONES,F,25,TRANSPORTE PUBLICO,AUTOMOVIL,BACACAY y CONCORDIA,CALLE,10,-34.630011017312,-58.476716562395
LC-2021-0000613,2021-01-01,16,LEVE - SIN LESIONES,M,5,TRANSPORTE PUBLICO,AUTOMOVIL,BACACAY y CONCORDIA,CALLE,10,-34.630011017312,-58.476716562395
LC-2021-0000803,2021-01-01,18,LEVE - SIN LESIONES,F,25,MOTO,AUTOMOVIL,SANTA FE AV. 3316,AVENIDA,14,-34.587999710082,-58.412001951928
LC-2021-0005817,2021-01-01,6,LEVE - SIN LESIONES,M,22,MOTO,AUTOMOVIL,"FALCON, RAMON L.,CNEL. y LOBERIA",CALLE,10,-34.637441720904,-58.490960708948
LC-2021-0010645,2021-01-01,2,LEVE - SIN LESIONES,M,25,MOTO,AUTOMOVIL,SD,SD,SD,-34.5432252804751,-58.4866060174921
LC-2021-0001296,2021-01-02,12,LEVE - SIN LESIONES,M,56,MOTO,AUTOMOVIL,LAVALLEJA y JUFRE,CALLE,15,-34.598113141913,-58.430053051434
LC-2021-0001371,2021-01-02,11,LEVE - SIN LESIONES,F,50,MOTO,AUTOMOVIL,OLAZABAL AV. 5008,AVENIDA,12,-34.576132116134,-58.484875213315
LC-2021-0001626,2021-01-02,19,LEVE - SIN LESIONES,F,17,SD,SD,LA PLATA AV. y CHICLANA AV.,AVENIDA,4,-34.642824242514,-58.422816272177
LC-2021-0001729,2021-01-02,22,LEVE - SIN LESIONES,M,20,MOTO,AUTOMOVIL,LASCANO y FRAGUEIRO,CALLE,10,-34.630714778752,-58.527933650295
LC-2021-0001840,2021-01-03,1,LEVE - SIN LESIONES,M,31,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y NAZARRE",GRAL PAZ,10,-34.625715138994,-58.529913785089
LC-2021-0001919,2021-01-03,2,LEVE - SIN LESIONES,M,32,PEATON,SD,BRASIL AV. y PASEO COLON AV.,AVENIDA,1,-34.625194033298,-58.367975421728
LC-2021-0001989,2021-01-03,8,LEVE - SIN LESIONES,M,35,MOTO,AUTOMOVIL,RIVADAVIA AV. y MEDRANO AV.,AVENIDA,5,-34.611479483144,-58.421011444072
LC-2021-0002055,2021-01-03,9,LEVE - SIN LESIONES,M,28,MOTO,AUTOMOVIL,"GERCHUNOFF, ALBERTO 5902",CALLE,12,-34.562447385893,-58.505208869267
LC-2021-0002177,2021-01-03,12,LEVE - SIN LESIONES,M,51,AUTOMOVIL,AUTOMOVIL,ALVAREZ THOMAS AV. y 14 DE JULIO,AVENIDA,15,-34.578277314349,-58.461763687081
LC-2021-0002246,2021-01-03,14,LEVE - SIN LESIONES,F,26,MOTO,AUTOMOVIL,SAN JUAN AV. y CASTRO BARROS,AVENIDA,5,-34.625831630512,-58.418827276769
LC-2021-0002317,2021-01-03,14,LEVE - SIN LESIONES,M,35,SD,SD,PEDERNERA 1081,CALLE,7,-34.640456448301,-58.456110120950
LC-2021-0002606,2021-01-03,20,LEVE - SIN LESIONES,M,45,PEATON,AUTOMOVIL,GALICIA 2689,CALLE,11,-34.616861612948,-58.473221097820
LC-2021-0002606,2021-01-03,20,LEVE - SIN LESIONES,F,36,PEATON,AUTOMOVIL,GALICIA 2689,CALLE,11,-34.616861612948,-58.473221097820
LC-2021-0002720,2021-01-03,21,LEVE - SIN LESIONES,M,25,MOTO,AUTOMOVIL,RIVADAVIA AV. e IRIGOYEN,AVENIDA,10,-34.638084783484,-58.503937600841
LC-2021-0002758,2021-01-03,23,LEVE - SIN LESIONES,M,38,SD,SD,MEXICO y TREINTA Y TRES ORIENTALES,CALLE,5,-34.620345929047,-58.424158809434
LC-2021-0002791,2021-01-03,0,LEVE - SIN LESIONES,M,25,PEATON,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0005776,2021-01-03,22,LEVE - SIN LESIONES,M,53,AUTOMOVIL,AUTOMOVIL,"DIAZ, CNEL. AV. y PEÃ‘A",AVENIDA,14,-34.584798165413,-58.407094644932
LC-2021-0016412,2021-01-03,2,LEVE - SIN LESIONES,M,45,SD,SD,"LA PLATA AV. y GOYENA, PEDRO AV.",AVENIDA,6,-34.625133747514,-58.427177837417
LC-2021-32511657,2021-01-03,0,LEVE - SIN LESIONES,M,33,AUTOMOVIL,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2021-0002986,2021-01-04,8,LEVE - SIN LESIONES,M,42,AUTOMOVIL,SD,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",AVENIDA,7,-34.650821491519,-58.454636620405
LC-2021-0003004,2021-01-04,0,LEVE - SIN LESIONES,M,39,AUTOMOVIL,TRANSPORTE PUBLICO,SD,SD,SD,SD,SD
LC-2021-0003004,2021-01-04,0,LEVE - SIN LESIONES,M,36,AUTOMOVIL,TRANSPORTE PUBLICO,SD,SD,SD,SD,SD
LC-2021-0003027,2021-01-04,6,GRAVE,M,36,AUTOMOVIL,TRANSPORTE PUBLICO,SANTA FE AV. y HUMBOLDT,AVENIDA,14,-34.577742044107,-58.427424352682
LC-2021-0003543,2021-01-04,11,LEVE - SIN LESIONES,M,34,PEATON,TRANSPORTE PUBLICO,"SANTA FE AV. y JUSTO, JUAN B. AV.",AVENIDA,14,-34.578167911210,-58.426533288920
LC-2021-0003715,2021-01-04,12,GRAVE,M,33,AUTOMOVIL,TRANSPORTE PUBLICO,"JUSTO, JUAN B. AV. 6070",AVENIDA,11,-34.621292031988,-58.479735311952
LC-2021-0004040,2021-01-04,15,LEVE - SIN LESIONES,M,32,MOTO,AUTOMOVIL,RIVADAVIA AV. 6589,AVENIDA,7,-34.627333685199,-58.458823596514
LC-2021-0004108,2021-01-04,17,LEVE - SIN LESIONES,M,74,AUTOMOVIL,AUTOMOVIL,CATAMARCA e INCLAN,CALLE,4,-34.630144002686,-58.402228301500
LC-2021-0004124,2021-01-04,16,LEVE - SIN LESIONES,M,45,SD,SD,"PAZ, GRAL. AV. y BRUSELAS",GRAL PAZ,10,-34.619195917373,-58.530283216516
LC-2021-0004223,2021-01-04,17,LEVE - SIN LESIONES,M,19,MOTO,AUTOMOVIL,PATRON y MIRALLA,CALLE,9,-34.642100006725,-58.508790689522
LC-2021-0004245,2021-01-04,16,LEVE - SIN LESIONES,M,56,MOTO,AUTOMOVIL,"PAZ, GRAL. AV. y BRUSELAS",GRAL PAZ,10,-34.619195917373,-58.530283216516
LC-2021-0004477,2021-01-04,17,LEVE - SIN LESIONES,M,25,AUTOMOVIL,AUTOMOVIL,"AVELLANEDA y GAINZA, MARTIN DE, GRAL.",CALLE,6,-34.617553635209,-58.446592195105
LC-2021-0004505,2021-01-04,17,LEVE - SIN LESIONES,M,33,MOTO,AUTOMOVIL,LAS HERAS GENERAL AV. 2865,AVENIDA,14,-34.583409422098,-58.401607460592
LC-2021-0004585,2021-01-04,20,LEVE - SIN LESIONES,M,42,SD,SD,RIVADAVIA AV. 6354,AVENIDA,7,-34.626588321959,-58.455990288255
LC-2021-0004613,2021-01-04,19,GRAVE,M,42,MOTO,SD,RUIZ HUIDOBRO AV. y LUGONES,AVENIDA,12,-34.554203820755,-58.493058262960
LC-2021-0122010,2021-01-04,13,LEVE - SIN LESIONES,M,40,MOTO,SD,RIVADAVIA AV. 9200,AVENIDA,10,-34.636679631489,-58.493028225994
LC-2021-0004758,2021-01-05,0,GRAVE,F,37,PEATON,AUTOMOVIL,"PADRE M. L. MIGONE y ACHAVAL RODRIGUEZ, T., DR. AV.",CALLE,1,-34.616944897255,-58.356916929374
